evid,time,latitude,longitude,depth_km,magnitude,moment,Mnn,Mee,Mdd,Mne,Mnd,Med,iso,iso_std,clvd,clvd_std,strike_1,strike_2,strike_std,dip_1,dip_2,dip_std,rake_1,rake_2,rake_std,n_picks_used
awr_000520,2019-05-07T20:34:44.485000,35.38064,-118.55692,7.859,2.506813484159031,7248034072117.502,-3566954374223.0986,3691189909434.375,-6193775575324.184,-107228504110.24698,4264069444787.901,1408815304473.1467,-21.4055155788,4.8279819486,-31.2446526586,17.21141241685,328.04409263,209.396978685,5.08573976129,63.3775542721,46.275747764,3.27712343697,-129.361516754,-38.3212943106,4.51006301667,17
awr_000557,2019-05-09T23:49:11.534000,36.07286,-117.68564,1.918,2.40913433970523,5172512031857.692,-5369615674641.98,4399100694323.962,-1473883062872.2502,-563019839871.9375,-1061301122164.0062,-364601097261.858,-13.4081899586,7.6461472277,13.0585681614,15.2083044858,47.452843116,139.212777591,1.05272775262,77.6920080992,81.9875292682,3.51482233779,-8.20224590432,-167.56873938,3.71991177148,20
awr_000578,2019-05-10T13:11:40.255000,36.07257,-117.68606,1.914,2.587836614196057,9588593804887.324,-9354736895631.49,8800651938986.723,275996392673.6198,-2283135998509.3184,617122846281.1587,-1956579946439.184,-0.954717997765,12.3697604946,1.18591505762,21.60802532595,52.7026945081,321.410662145,1.07570005898,82.8905858409,79.752386672,2.76890443964,10.3278791452,172.774729013,3.08336071731,25
awr_000585,2019-05-10T23:19:58.420000,36.12117,-117.66687,3.011,2.6182896673828253,10652082002070.697,-7398314094245.717,11050258419170.19,4507835939277.765,-195016759707.1893,3804126355975.4487,-612795560153.9443,19.4979071651,4.354977421935,-40.4950979222,20.42137266815,225.019385089,317.011137237,1.57038546061,83.1222420804,73.9260398607,3.363013262,-16.193660392,-172.840980776,5.22753100983,28
awr_000588,2019-05-11T00:04:14.898000,36.12108,-117.66714,2.977,2.509239552433816,7309023002166.313,-6280346041811.782,7595903162289.427,-1030338530272.477,1901792856174.1836,-270814011278.98056,794113706168.3188,1.20118344816,7.48957317085,29.3875952539,22.1628705306,127.261667953,217.330519464,1.00829334759,83.8408348134,89.3620027468,3.14342518475,179.358298489,6.15954852669,5.37206139373,23
awr_000596,2019-05-11T02:22:07.015000,36.12134,-117.66642,2.94,1.9800397588664453,1175058905605.0566,-1172922281564.5776,1126229933538.9543,-156772387961.2425,50253833584.18096,-157914033738.94424,137630229570.7651,-5.311196752,8.19879237475,12.2033046164,17.69955353745,133.889584154,43.5146113361,1.75635966427,79.5158255445,87.9745629841,3.82606677605,-177.940159922,-10.4908029161,4.53486505003,16
awr_000600,2019-05-11T02:32:35.575000,36.12087,-117.66729,2.95,2.150647786193622,2118222999635.6846,-1529105855313.6362,1901291829922.744,625413003156.2141,929089534372.8951,648285307674.9808,176858958653.3863,12.956525701,5.7426175177,-27.8016966861,27.70660619135,300.475268385,210.309734401,1.37154893343,89.4984715589,71.7345201195,3.01277919039,-161.733795628,-0.528139732458,5.34922534124,19
awr_000610,2019-05-11T08:43:34.883000,36.12025,-117.66864,3.076,1.7731750031045763,575125342171.3949,-402738626509.3229,610216429777.7693,-59226726157.509056,79577744586.97185,221233265074.47943,-80356925192.29477,7.93608240991,10.70108398975,0.863175438499,51.7386065755,313.516662297,217.534364328,2.26775382744,67.4519071266,75.9089778858,5.03083496401,-164.715373151,-23.2881127873,5.47502793167,16
awr_000646,2019-05-12T01:30:55.416000,36.12172,-117.66579,2.903,1.8822290321270678,838192070894.3545,-882822633035.9901,725972161952.8456,-160211917448.71765,26577054879.681644,-111201606959.88274,153147610369.17252,-10.9736227765,8.62120694035,12.8855216807,24.9508848893,133.92007337,224.018545506,2.03489831046,76.9382887291,89.5755644997,5.67921262199,179.564291292,13.0620760035,5.98825931263,15
awr_000688,2019-05-13T03:23:27.357000,36.12025,-117.66877,3.116,2.686377565948915,13476165904520.271,-12742550955330.248,13428952990720.836,-531047050904.2223,2657628266277.481,-201028905715.2456,1734344181608.306,0.372613610692,7.740612197,11.1275318741,19.05253909305,129.065202866,219.436930249,1.34031101244,84.010000934,86.4618310732,2.61414868411,176.44238213,6.0014803393,3.65875417135,26
awr_000713,2019-05-13T20:14:41.798000,36.11863,-117.67013,3.183,2.6000353022095872,10001219369460.22,-8570612331178.293,8995722190680.055,-2369997111750.696,4205841699500.958,-873849652006.5552,1254600085294.2866,-5.72025833964,8.06813457455,28.8034470914,16.65111106175,122.356176111,31.8724764363,1.0992408462,80.3691475888,87.1519131838,3.68168087488,-177.111164395,-9.6428769494,5.73770404395,26
awr_000719,2019-05-13T20:45:26.605000,36.11959,-117.66907,3.186,2.8217582322332255,21509848342081.562,-20562904507615.188,21721222143794.63,-972552786928.822,3537829469381.0034,-40917822125.91147,1536381466430.6797,0.279982199619,9.285101206,10.2561466753,24.9364032264,130.187361158,220.310460969,1.22361227451,86.980475329,87.6676227801,2.88830063368,177.664378308,3.02203057071,4.70316865499,27
awr_000779,2019-05-15T12:15:01.861000,36.12022,-117.66851,3.241,2.176063775373155,2312574130180.962,-2085997997912.7532,2146854202145.5933,-928728273297.238,187214990965.68835,-566221423264.645,284410874409.1428,-10.4972045132,4.000520640045,30.5715151855,10.838385167,134.371161979,40.0176667971,1.3739479665,70.6303964874,77.8155859557,3.64363193124,-167.072270655,-19.8344801771,4.07785266568,22
awr_000826,2019-05-17T15:43:02.114000,36.11722,-117.67136,3.219,1.9351605678141817,1006331000915.9244,-705467356528.4849,868163285021.1354,-390124287732.0565,554877609884.4471,-16491768648.1315,-52408232063.4402,-6.3287410199,7.5939485193,52.8302749251,25.71619149545,297.38280229,27.4246845436,1.38695910783,88.4410636403,88.4614462904,5.22488547781,178.460876477,1.55949872205,6.73793744765,16
awr_000859,2019-05-19T05:21:15.618000,36.11893,-117.67001,3.1,2.0134856967060615,1318950646410.2249,-1136868156546.5984,1309916498447.129,-65978398889.99646,430471790461.564,218767489902.42905,10669439895.73315,2.57688331622,9.58563388545,9.32139807759,36.5935782827,305.765435884,214.874394252,1.01433585083,84.115982241,81.4190671863,4.58038193544,-171.373273037,-5.95086775651,5.46583120218,20
awr_000868,2019-05-19T13:33:40.288000,36.11893,-117.67001,3.1,1.6134959642226765,331317172463.28125,-256807855935.31427,262747454788.5521,146680408868.10284,148400938532.6532,41241019665.94639,88298286516.61253,12.7615458557,10.07187481505,-25.4260168331,28.11226058335,117.090249708,212.921549373,2.75862123867,73.9565943296,70.5411712844,5.475923972,159.718687033,17.0440878813,7.24499082653,15
awr_000913,2019-05-22T06:53:55.928000,36.11839,-117.67077,3.059,2.9821635806668554,37432201583961.695,-32229876218497.875,37073908933779.73,2737303170663.2207,13261688484102.053,3341347990458.766,1940744937036.2173,6.32344933825,7.41834327825,-1.33839224702,23.5504995314,304.547581649,214.506694629,0.910753418335,89.6059855065,84.0756948015,2.79309533519,-174.075554214,-0.39613020992,3.01532886802,30
awr_000918,2019-05-22T07:35:57.508000,36.12003,-117.66894,2.954,1.9190468101995368,951853728244.2676,-837172149084.5682,985346073759.2908,3493888866.7939324,229084581218.0504,126682332247.13884,40114979116.5248,4.97231046821,9.9043616506,6.60996289138,46.99918818785,308.17743501,217.734085701,1.12448777575,86.7402745414,82.26316291,3.76133384947,-172.250547721,-3.28970463039,5.03484565895,18
awr_001492,2019-05-31T06:35:34.535000,36.12046,-117.66851,3.285,2.168197834361341,2250591900278.708,-2230803955440.412,2195566830603.459,-70303189396.72598,334880009551.1126,-90611586660.35658,209374196879.7425,-1.52373338097,11.9620403369,4.12831840611,30.49202697225,130.618364468,220.769652167,1.62287868444,84.489495924,88.4322238622,4.03895249478,178.424943089,5.51257403811,6.70628032746,21
awr_001551,2019-06-04T06:45:50.514000,36.11986,-117.66907,3.243,1.7564338831946444,542813730706.29565,-528080423123.2836,393087426940.3221,-189387863344.56265,121628177434.86456,-203248053280.83017,62580754959.40212,-16.8592928901,7.2769143734,-4.33330221031,17.2290071253,130.378654302,34.8966665223,2.00607003291,69.8908838808,75.3760416525,4.76657346737,-164.403317223,-20.8130681983,5.54515944849,15
awr_001569,2019-06-05T17:19:35.082000,36.12028,-117.66836,3.208,2.7193622366133283,15102309105632.166,-13905079797517.72,13274264452820.305,-6049139924035.004,1970071606332.3247,-4127056013787.5376,2022683728958.728,-12.3526238335,4.348031695585,23.4919076072,11.66913965945,133.017792026,38.2561789605,1.4724836108,69.7072287412,77.3472818627,3.72029627166,-166.49465653,-20.8209759434,4.19835086608,26
awr_001585,2019-06-06T04:05:08.450000,36.12088,-117.66785,3.251,2.455605981854769,6073079590408.406,-5690849741412.857,6183337982353.958,277940906215.1257,943881478731.0126,124685079447.18958,792143819740.55,4.03601635077,9.4643843535,2.6176563018,28.5952862074,130.240491029,220.727805337,1.25795555821,85.1348344162,84.2938365101,4.094002634,174.273134247,4.88945194918,5.13498219867,23
awr_001780,2019-06-16T01:48:52.943000,36.11384,-117.67254,3.579,2.8730595302533937,25679661538916.68,-17479285208217.271,30440392941783.49,-789103679258.0327,5860749201916.921,926296678490.7626,2802820147719.4487,12.9186199835,4.75234098025,32.3925834779,13.4272626782,128.055477506,218.253178495,1.02623188646,87.7438423461,84.9947028708,2.90466303359,174.99080989,2.26479863047,4.20168727838,27
awr_001885,2019-06-21T08:55:50.118000,36.12147,-117.87867,8.959,2.2844631654680314,3362751291840.1133,-3139741595481.052,3273594936997.416,-331143556492.6904,250154485808.34213,-949723901910.7384,-38921943347.396255,-1.91257576976,6.9308628062,-1.27695787639,26.52858084765,134.034734636,41.5008853633,2.28802637457,78.9967844904,77.1904049835,4.7303446013,-166.946311873,-11.2876928619,4.86921115428,16
awr_001939,2019-06-25T07:54:06.479000,36.1173,-117.67128,3.072,1.9109932091899275,925741671940.5162,-761131916556.0262,808938875454.3063,-63389885073.92152,477430841301.69165,76282925114.94402,66160881202.43762,-0.540999887267,10.4934909425,12.8109822511,39.04116275415,119.327488823,209.397898912,1.08235969599,89.3389468825,83.9205033883,3.19876687659,173.920097204,0.66479213654,4.89628763075,15
awr_002114,2019-07-04T16:13:43.096000,35.70862,-117.49343,12.63,1.8764756823337727,821700447517.3539,-669798292399.5516,882849904915.1207,14983333879.596975,-84758086669.56985,-221445938030.5699,69500251956.55165,8.4904280441,7.4281934906,1.27622656279,40.0093734903,47.0781937021,139.135905329,1.08404822468,82.5441513982,74.6574363554,3.80447729331,-15.4766513323,-172.26695878,3.87302288496,17
awr_002116,2019-07-04T17:02:55.161000,35.71128,-117.49404,12.473,3.9187340733354903,950826133892433.5,-823826919127733.9,1028130312304402.8,-20489161803052.74,-185929506141417.03,10635317819339.41,36141069418398.0,5.84788372973,2.02025640135,15.7780661513,24.14658432275,230.689947991,140.66786954,0.70597799735,87.9778816838,89.3747019948,0.86062091426,0.625687648878,177.977761206,1.36779038291,33
awr_002119,2019-07-04T17:09:19.850000,35.70938,-117.49332,12.209,2.597971781150389,9930192596246.389,-7327457889469.591,11420258636799.078,-3293734158409.6406,634166028092.4814,677477790721.7041,516010378417.5292,2.32394017713,4.591286157205,60.6347896596,24.93016304985,313.495273355,222.81692966,1.62060275377,85.1063830475,82.1272014599,5.36393540558,-172.098214924,-4.94029529358,5.96562926837,17
awr_002122,2019-07-04T17:12:14.690000,35.70862,-117.49337,12.135,2.358240667284452,4338713777644.1865,-3264322334571.697,5058686628931.187,-804453720066.6952,-585698033433.3405,177328372348.2265,57632070864.88379,6.46994613226,8.25858421455,43.9896818791,37.95765292285,228.938767004,319.085117761,0.765654412179,86.7801339727,87.4002976223,3.11669713096,-2.60381571856,-176.776813188,4.28370115041,20
awr_002127,2019-07-04T17:15:46.821000,35.70908,-117.49396,12.115,1.873925208914296,814493857394.0531,-729163144658.0665,866325794157.802,8067675043.377576,-137807100430.88242,44620019919.52325,35865308588.691086,5.50544900423,8.3546932408,8.75881930887,47.1544708639,229.867279786,319.943068902,1.38955270172,85.9537644491,88.9287156475,2.0889673219,-1.0739615844,-175.953055897,3.43465185013,15
awr_002191,2019-07-04T18:05:41.581000,35.71838,-117.51743,5.883,2.831638238307177,22256525015288.887,-6846520558322.219,23384696413176.383,-6350296704255.237,11778216845731.006,6140038409271.508,-1379808994671.0388,12.3731057343,3.19902098349,39.1590767066,19.5708793205,301.865695353,200.493941417,2.26439741859,66.9765621785,65.1093993027,3.09844990062,-152.786053086,-25.5409732131,3.87036770124,16
awr_002193,2019-07-04T18:06:16.080000,35.65598,-117.51594,4.929,3.6066107359576565,323531151848222.2,-177111486027124.44,223008185686310.9,266805006099790.2,-52113031018690.88,-30816233862930.81,157683155796409.56,25.4390161723,3.703347926135,8.39546123517,18.6928423926,243.602068079,130.864956174,3.33373414693,59.4085898159,56.8247287163,4.38748340358,39.4701809035,142.553588279,6.65386910481,24
awr_002201,2019-07-04T18:10:32.436000,35.65886,-117.52887,12.428,3.2850226045154614,106545204370345.23,-86278634178844.61,117328734783024.08,-26713230539309.34,-14784755083627.783,10026950521087.293,-8422360178967.237,1.2151190869,4.33542585581,45.8951778451,20.2010456939,228.751687348,319.296193107,0.80527230482,86.4355767324,81.3257363784,2.68139026209,-8.69120631627,-176.394279938,2.72261832675,24
awr_002215,2019-07-04T18:16:33.423000,35.72691,-117.5253,8.418,2.880174230492088,26318512867135.344,-16310137117107.576,24079393542645.97,-14433112376208.348,2077843943964.9165,11089773718309.389,-6187677548679.063,-7.53114659831,6.19921864905,15.9361592383,28.11106388395,320.209182869,212.92646954,2.56115790618,53.7598447622,67.9362392505,4.41307365377,-152.242089452,-39.6343444584,5.76426806391,18
awr_002220,2019-07-04T18:18:45.422000,35.63635,-117.6048,11.644,3.1423405529484443,65089484113519.06,-37188983032080.19,79358923344929.72,-9585569073185.713,12501128392469.61,8579227130225.987,10972166558398.54,13.2113477761,4.125714924875,48.9922061601,16.3606348098,310.019950398,218.772033863,1.36570143156,85.4046688845,74.8392842195,4.43980964545,-164.789211664,-4.76140977372,5.29935769493,24
awr_002234,2019-07-04T18:27:26.615000,35.6774,-117.50385,7.297,3.1786061751057177,73775007557078.66,-71501969322697.56,74550206079844.89,-2173153800744.2683,-1610840961872.889,875125873370.8081,10094422501649.916,0.384460566661,5.1886194244,9.89513280617,29.5812058768,225.870142085,135.401638033,1.14481464536,84.216096211,85.3847989794,2.51049758866,4.63886856627,174.19721679,2.53399850423,22
awr_002235,2019-07-04T18:27:59.216000,35.74962,-117.54432,9.138,3.977584933278275,1165138089276937.0,-763785116070299.5,1354626247666454.2,-144401949470145.16,288355877796150.94,44489546903189.055,229787698401314.62,10.421808665,3.41596915282,45.8919870079,17.52783495155,127.119839938,217.732380539,1.17546748235,84.9105242495,83.1552294737,2.40976348761,173.128005901,5.12610788318,2.41255009565,23
awr_002254,2019-07-04T18:38:45.295000,35.70298,-117.48654,9.744,2.579955216892203,9331099605016.074,-3124239473511.322,6410839389698.552,-1861690764136.4531,7514985865430.234,1462133498551.5564,-1137435571236.638,4.50209399358,6.27270310575,33.7720041816,32.79042111435,287.419414066,194.851148287,1.67962748698,77.0194979886,78.9992520013,4.20163116569,-168.70702944,-13.2278558323,4.53709175644,17
awr_002276,2019-07-04T18:54:13.896000,35.59802,-117.59236,7.995,3.796328378919058,623006486487807.9,-498997917190792.0,631860201349013.5,-206682543641186.4,173751955681527.47,68703075282749.766,88007232212147.2,-3.42713120258,6.0241607567,51.1127921879,19.84211129765,306.947251866,216.469851962,1.64475828461,87.6356208218,78.5911306736,5.18822834712,-168.581278978,-2.41206761559,6.29258101335,26
awr_002307,2019-07-04T19:10:19.525000,35.69558,-117.48133,4.664,3.0229889692800365,43100613689409.84,-25252808849777.0,50969556327920.96,6774017202965.525,3530588076844.376,1497536291259.4785,14220111294377.082,19.5740344166,2.990121206645,29.7466156173,20.80640984825,131.251720946,223.603415579,1.71064217387,79.6658440878,77.3180356231,4.27540373293,167.10534743,10.5955244013,4.24743583027,17
awr_002323,2019-07-04T19:16:57.217000,35.70115,-117.51309,8.115,2.664478492108723,12494467109978.957,-5743978287029.608,13698953616415.217,-1638330446682.0007,5567837856538.964,3665203179618.32,-88339788369.33778,13.8290126794,10.08396036025,26.8994073208,23.1200826093,303.299203033,207.259494401,2.95063843138,74.1469739635,69.669212259,4.31343358361,-158.827520204,-16.9369471094,5.72880786683,15
awr_002332,2019-07-04T19:21:31.959000,35.66302,-117.46879,8.045,4.114593087421847,1870206797379103.0,76619499240370.2,193031309375990.8,-1425296270171057.0,-224902050332233.4,871597924876627.0,-1284565702545699.2,-16.5889970467,2.23747128703,-24.9064169912,13.5541150104,214.659872697,38.0720542278,2.55488800895,75.0084726002,15.0169499842,1.11379962217,-90.8836250796,-86.704085718,1.63342735621,16
awr_002337,2019-07-04T19:26:20.094000,35.71107,-117.47209,5.592,2.784528883097105,18914432900454.453,2564969867649.1167,-640897733808.0376,12404798095183.389,13740336244674.812,8091721452156.311,4800891345893.61,20.8093606529,9.3894041742,3.35091895385,19.6409848073,78.6674063916,184.800033858,3.86998102011,65.715091142,58.374077637,6.99767724292,144.881003792,28.8818839372,7.45967379484,21
awr_002338,2019-07-04T19:26:58.246000,35.72552,-117.51301,7.637,2.4636459690695505,6244087115994.743,-1588878556402.7524,6294270251398.666,-1430325996513.5027,3586057374378.645,1956329705225.7144,-455508225806.1182,14.1953045116,12.32917734285,30.3755660251,32.6866951158,299.486720112,198.55279407,4.92565980998,67.852026334,65.0145733059,3.85625788058,-152.868309963,-24.5775224751,7.40890590785,23
awr_002386,2019-07-04T19:47:49.917000,35.60115,-117.598,7.729,2.546719191626869,8319146790368.912,-6750991419650.399,9087449061445.885,64322442848.14865,-291202299423.4147,-2243040879589.771,-106281082016.35168,8.80055843687,5.9016636667,1.40778796459,55.2121696685,44.8238671624,137.28352679,3.82042556987,77.9832836498,78.6011474671,3.82085686612,-11.6577752808,-167.737764524,3.94764446901,19
awr_002389,2019-07-04T19:51:16.841000,35.71447,-117.54534,4.343,3.1691370782357247,71401217521192.47,-43596538590637.06,42119480324773.98,8644621012573.587,-56392343253876.07,6580681390253.201,113939032635.0468,3.11150164694,3.62973932485,-17.0975142236,28.91976383425,251.348658758,341.443555873,1.56286091491,88.8815140597,85.1510115838,1.85610618562,-4.84991470159,-178.87749605,3.04008545919,27
awr_002400,2019-07-04T19:56:00.517000,35.66235,-117.51376,5.146,3.707538541586397,458466716381063.6,-409076518979456.94,484187478974116.3,-4827314159103.339,-73043289112589.58,39854163208949.77,48639958377226.13,4.740167832,6.3069831338,11.2313904105,23.6556212709,229.627920769,319.710449721,0.782894495067,82.0366099313,89.4100620906,2.72882792166,-0.595682402039,-172.036185054,2.75633754943,23
awr_002422,2019-07-04T20:06:07.981000,35.70033,-117.47966,11.881,3.1213911958076737,60546186416046.47,-10205950289483.207,23434970160384.977,2581460047835.013,57610712053788.375,-3570181060560.8184,2022068624674.5276,7.90901824034,6.03048363765,7.19958692378,31.61226474965,98.2128082626,8.06531520378,1.72757356876,87.4090757872,86.7440702768,2.09722695703,-176.740734877,-2.59511611465,2.34497779888,27
awr_002435,2019-07-04T20:14:50.141000,35.70305,-117.50212,6.383,3.730131169335337,495674701816201.6,-358414941244343.8,550248578753539.4,-154573015962770.7,70966421403349.9,97243390717824.8,-60308433239732.96,2.21911070065,2.300073430865,46.2058904145,10.47651907125,312.360025497,218.080790321,0.994777161541,71.2939528305,77.5723181377,2.78803177786,-166.867180619,-19.1721809647,3.18044201642,25
awr_002437,2019-07-04T20:17:36.570000,35.70369,-117.47225,4.778,2.751432007377762,16871279142376.174,-10916462653433.098,18245703731486.73,3318540315074.781,-6486241553888.989,1756411533886.1685,2817794040793.318,17.77281643,4.608739390365,2.41517673997,31.31417543415,237.000061232,327.008264763,1.13009199583,78.2477219935,89.9605678746,1.96253801272,-0.0402764250846,-168.247719171,3.33011821003,24
awr_002483,2019-07-04T20:39:14.083000,35.67259,-117.51624,7.601,2.488611451593974,6806395441995.87,1401415489298.3755,530512425185.2802,3012642867882.7485,-6299372013004.404,-241498329207.12805,962235305643.1034,18.9892142566,4.707925328095,-28.6097554732,32.76058347395,272.320200327,181.431682251,2.63754479575,79.8028771531,85.0727811288,5.67361468589,5.00649608655,169.764648241,7.18229005292,16
awr_002518,2019-07-04T20:57:12.072000,35.6613,-117.52492,9.804,2.731079730038126,15726047932825.602,-10706364050075.393,18445031841980.58,192557772959.71228,1168727258662.8318,3378505228770.878,2662162267664.9536,13.9752975485,5.10172249595,20.6773739118,31.55654906415,313.707538372,222.176667102,1.88952689216,85.1092256874,72.6608903333,3.65003480717,-162.595509075,-5.12421166349,3.93158675441,16
awr_002529,2019-07-04T21:02:55.497000,35.69099,-117.4753,10.34,3.2159566061184344,83933418007100.25,-78326046014916.08,78827629641269.31,201843289323.13983,-23381256998844.3,17167851709785.523,-5384945424679.255,0.274869997945,4.30935638804,-5.44348465497,24.6633901624,232.92324595,323.691392091,0.884085751146,86.2543969654,78.4269122656,2.33079379157,-11.5982051053,-176.176552631,2.34066652384,24
awr_002571,2019-07-04T21:26:34.698000,35.67337,-117.52008,11.484,2.9009193914949414,28273468344175.855,-20865576867149.758,28835122583637.93,-39135116845.48166,10946585138425.318,6786168417858.808,300236966261.6392,8.46366066623,6.81885833135,6.61432665346,25.556797103,304.064606584,212.208278208,1.11913346319,81.8389024796,77.2715946534,3.01087322626,-167.139153279,-8.36816168851,3.02991424285,25
awr_002575,2019-07-04T21:28:43.863000,35.72231,-117.52267,7.167,2.5970435627345196,9898407844609.986,-2798435383371.4805,9306613439173.703,-4029827017292.196,5585226955277.896,2792612324905.3706,-1908699576636.9995,7.1657309618,3.064963990095,35.1786499719,17.7205154611,301.239532552,195.378695509,1.80428430196,60.0005012922,64.6679614299,2.24940925474,-150.392773184,-33.5857768961,3.14096472473,22
awr_002585,2019-07-04T21:33:34.027000,35.61393,-117.58543,9.134,2.89075114288961,27297741342928.43,-867563909208.7559,1061393044550.8405,-19795299795059.777,-20760562928390.445,-10830469754609.477,-8721371204.412155,-18.4978325318,2.050273679555,37.8054894088,11.34477631575,77.5124258966,186.481263122,1.79132456463,68.0986407935,51.0430258536,2.28782625518,-42.6598056572,-151.335341546,3.81512766637,15
awr_002603,2019-07-04T21:40:33.319000,35.67162,-117.50795,4.982,3.0614374922646044,49221657983280.82,-30904030057588.152,38426428482238.42,-15664279195011.95,32097848153116.4,7285053146608.772,958226493867.9282,-4.79308654204,4.954546288105,41.3909479909,24.09518747955,294.366033763,203.081659895,1.70183484528,83.4050482605,79.0279564145,4.76419059192,-168.953953565,-6.71831175381,5.1561444088,29
awr_002607,2019-07-04T21:41:59.737000,35.72213,-117.52219,7.031,2.838667494917557,22803485953323.906,-1053114690018.3584,19008351200349.33,-8725504734187.114,16308853241666.418,5547892235190.492,-1990155754131.4924,10.9290737398,5.01578750865,47.4742869842,15.611255199,294.21787644,187.889374705,2.89439589907,63.2832955053,60.8128373398,2.9992312687,-146.910431415,-30.9950271477,4.98504597,18
awr_002617,2019-07-04T21:47:04.071000,35.63224,-117.59938,11.61,3.155207325126103,68047314080805.15,-36782017446022.0,70268178467893.805,32474159710477.617,3136688322700.636,-102077536932.2272,30790182516607.56,25.1117023244,6.1051725799,15.2859429657,25.6542150553,129.403598873,227.156684354,3.10299001846,69.1064163278,70.5366855946,4.74271803632,159.105071365,22.2252248784,5.8029447116,18
